County,State,Year,Number of Incidents,Total Killed,Total Injured,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
Palo Alto, IA,2017,1,0,0,43.1297,-94.8969,9110,42.3,50470,27902,618,0.067837541,0.006915477
Park, MT,2017,1,0,0,45.0187,-109.9119,16001,46.4,44920,29181,2135,0.133429161,0.014749078
Parke, IN,2017,1,0,0,39.7249,-87.3311,17062,42.2,44643,21636,2153,0.126186848,0.026433009
Paulding, OH,2017,1,1,0,41.1347,-84.5746,18951,41.5,49866,24319,2006,0.105851934,0.024431428
Pawnee, KS,2017,1,1,0,38.076,-99.2426,6776,44.5,46224,24404,443,0.065377804,0.00487013
Pendleton, WV,2017,1,1,0,38.6588,-79.3526,7138,49.9,39554,23697,1312,0.183804987,0.019893528
Pennington, MN,2017,1,1,0,48.1349,-95.7974,14197,39.5,53893,28562,1440,0.10142988,0.017398042
Perry, AL,2017,1,0,1,34.1602,-87.9984,9680,37.6,22973,13449,3706,0.38285124,0.034297521
Perry, MS,2017,1,0,1,31.1222,-88.8587,12047,40.7,35374,19308,2377,0.197310534,0.040175977
Piatt, IL,2017,1,1,0,40.2115,-88.5109,16433,43,67360,33672,888,0.054037607,0.024888943
Pickens, AL,2017,1,1,0,33.2707,-88.1104,20170,42.1,36220,20089,4340,0.215171046,0.047496282
Pierce, NE,2017,1,0,0,42.1924,-97.3681,7175,41.7,55417,28766,479,0.066759582,0.020348432
Pierce, WI,2017,1,0,0,44.7661,-92.1673,41226,36.6,66772,31109,4132,0.100228011,0.015791006
Pike, PA,2017,1,1,1,41.3906,-74.7726,55687,47,63417,31156,5452,0.097904358,0.037944224
Pocahontas, WV,2017,1,0,0,38.1328,-80.2438,8574,48.6,37111,23219,1452,0.169349195,0.027641707
Polk, AR,2017,1,0,0,34.5799,-94.2483,20212,43.8,33870,18735,5326,0.263506828,0.033297051
Polk, TN,2017,1,0,1,35.0994,-84.6174,16722,44.9,42307,24247,2802,0.167563689,0.026492046
Polk, WI,2017,1,0,0,44.2141,-88.585,43328,44.8,53551,27993,4215,0.097281204,0.024949225
Posey, IN,2017,1,0,0,38.1305,-87.9408,25599,42.5,60992,30763,2398,0.093675534,0.017383492
Powell, MT,2017,1,0,1,46.4015,-112.718,6852,45.6,44352,23990,761,0.111062464,0.005545826
Powhatan, VA,2017,1,1,0,37.536,-77.7902,28364,44.6,80441,33807,1423,0.050169229,0.019214497
Presidio, TX,2017,1,0,2,29.5606,-104.367,7191,41.4,26486,15329,1893,0.263245724,0.036712557
Pulaski, IN,2017,1,1,0,40.9187,-86.8887,12761,41.8,47633,24445,1663,0.130318941,0.032912781
Putnam, GA,2017,1,2,0,33.3472,-83.2568,21430,45.6,48340,27498,3425,0.159822678,0.029491367
Quitman, MS,2017,1,1,0,34.5251,-90.1889,7537,37.9,25671,15189,2762,0.366458803,0.099509088
Randall, TX,2017,1,0,0,34.9899,-101.923,130552,35.6,65564,32922,12247,0.093809363,0.020329064
Randolph, IL,2017,1,1,0,38.1085,-89.9307,32829,41.5,49717,24716,3531,0.107557343,0.018702976
Rappahannock, VA,2017,1,1,0,36.6026,-82.1174,7359,49.5,62541,38185,653,0.088734882,0.014675907
Red Willow, NE,2017,1,0,0,40.2362,-100.305,10870,40.8,42882,25006,1220,0.112235511,0.026678933
Rice, MN,2017,1,0,0,44.269,-93.273,65251,36.6,63311,28603,6550,0.100381603,0.019647208
Rich, UT,2017,1,1,2,41.891,-111.37,2307,34.3,52917,19512,414,0.179453836,0.00520156
Ripley, IN,2017,1,0,1,39.2209,-85.066,28372,40.6,53698,25385,2916,0.102777386,0.029218948
Ritchie, WV,2017,1,0,1,39.2095,-81.0513,10005,45.8,41497,21533,1830,0.182908546,0.034682659
Roane, WV,2017,1,0,0,38.8513,-81.3952,14348,44.8,37931,20723,2705,0.188528018,0.033384444
Robertson, KY,2017,1,1,0,38.5028,-84.0697,2161,47.1,30694,21764,638,0.295233688,0.02545118
Rockingham, VA,2017,1,0,1,38.2047,-78.8568,78653,41.8,57651,28884,7844,0.09972919,0.023737175
Roseau, MN,2017,1,0,0,48.8162,-95.7455,15537,41.4,56273,27935,1411,0.090815473,0.014031023
Routt, CO,2017,1,0,1,40.4822,-106.828,24359,39.9,67472,38111,2567,0.105381994,0.019376822
Runnels, TX,2017,1,1,0,31.6024,-100.182,10266,41.1,41226,22190,1624,0.15819209,0.01353984
Russell, KY,2017,1,0,0,37.064,-85.1172,17731,43.4,34660,18857,4419,0.249224522,0.036884552
Russell, VA,2017,1,1,1,36.9009,-82.0569,27725,44.8,40083,21673,4829,0.174174932,0.026654644
Sac, IA,2017,1,0,1,42.256,-94.9555,9936,45.9,53254,29502,913,0.091888084,0.020933977
Salem, VA,2017,1,0,1,37.2908,-80.0751,25521,41.1,53990,30141,2054,0.08048274,0.024254535
Saluda, SC,2017,1,0,0,33.8468,-81.6682,20228,40.6,41885,20390,4091,0.202244414,0.030057346
San Juan, UT,2017,1,1,0,37.2108,-109.29,15193,31.6,42581,17385,4189,0.275719081,0.031593497
San Miguel, CO,2017,1,0,0,37.9385,-107.838,7804,42,62243,42015,815,0.104433624,0.024346489
San Patricio, TX,2017,1,2,1,27.8956,-97.1509,66867,35.1,53332,24613,10061,0.150462859,0.022163399
Sanborn, SD,2017,1,0,1,44.0454,-98.2807,2366,45.3,54677,31965,224,0.094674556,0.016906171
Sanpete, UT,2017,1,0,1,39.6367,-111.33,28892,31.7,50928,17426,4365,0.151079884,0.027447044
Sawyer, WI,2017,1,1,0,46.0404,-91.2225,16384,49.7,43565,29712,2825,0.172424316,0.02923584
Schoharie, NY,2017,1,0,0,42.5482,-74.3271,31611,44.1,51842,26953,4186,0.132422258,0.036537914
Scott, AR,2017,1,0,1,34.7946,-94.2071,10584,41.2,37396,18077,2142,0.202380952,0.045445956
Scott, TN,2017,1,1,0,36.384,-84.442,21949,38.7,31875,18748,5630,0.256503713,0.039500661
Scott, VA,2017,1,0,0,36.7018,-82.8381,22290,46.3,38725,20969,3797,0.170345446,0.025168237
Screven, GA,2017,1,0,0,32.7569,-81.6355,14037,41.2,36556,20255,3092,0.220274988,0.023366816
Sequatchie, TN,2017,1,0,0,35.4025,-85.3881,14654,43,51312,22744,2073,0.141463082,0.034120377
Seward, KS,2017,1,0,0,37.0323,-100.924,22948,29.5,47535,21158,4205,0.18324037,0.037214572
Seward, NE,2017,1,0,0,40.9114,-97.0993,17045,38.3,63095,29398,1436,0.08424758,0.013435025
Sharkey, MS,2017,1,2,1,32.9079,-90.8707,4631,39.6,30033,17192,1315,0.283955949,0.057223062
Shawano, WI,2017,1,0,1,44.7746,-88.6013,41136,44.9,51751,26627,4618,0.112261766,0.01978802
Shelby, IL,2017,1,0,0,39.2504,-88.8576,21906,44.6,49807,24808,2630,0.120058431,0.021866155
Shelby, MO,2017,1,0,0,39.7374,-92.2579,6084,41.9,42593,22349,899,0.147764629,0.024490467
Sheridan, KS,2017,1,0,0,39.5414,-100.569,2497,44.7,56607,30165,119,0.047657189,0.010412495
Sheridan, WY,2017,1,0,0,44.8041,-106.953,29964,42.1,56455,31643,1986,0.066279535,0.015818983
Sherman, KS,2017,1,0,0,39.3301,-101.71,5999,38.5,52030,25653,969,0.161526921,0.020503417
Sioux, ND,2017,1,1,0,46.1188,-100.657,4420,26.9,40795,15944,1616,0.36561086,0.071266968
Skamania, WA,2017,1,1,0,45.6425,-121.9689,11498,46,53606,28644,1508,0.131153244,0.028439729
Smith, TN,2017,1,0,3,36.2026,-86.0772,19279,41.2,44275,23015,2681,0.139063229,0.016961461
Snyder, PA,2017,1,0,1,40.7015,-76.9147,40570,39.7,54182,24961,4310,0.106236135,0.018708405
Spencer, IN,2017,1,0,0,38.1748,-87.01,20610,43.2,55280,29114,1964,0.095293547,0.0286754
Stanton, NE,2017,1,0,0,41.9445,-97.2237,6020,41,57534,29517,568,0.094352159,0.016777409
Stark, IL,2017,1,0,0,41.094,-89.8648,5551,45,52284,30009,763,0.137452711,0.023239056
Stokes, NC,2017,1,1,0,36.3608,-80.4142,46124,45.3,44490,23500,6311,0.136826815,0.033648426
Sullivan, NH,2017,1,0,0,43.3798,-72.3537,43073,46.1,59419,31301,3953,0.091774429,0.019432127
Summers, WV,2017,1,0,1,37.2647,-81.2284,13210,47.3,35218,20142,2317,0.175397426,0.042013626
Surry, VA,2017,1,0,0,37.1021,-76.7356,6670,49.3,54656,27162,909,0.136281859,0.03868066
Susquehanna, PA,2017,1,1,0,41.9906,-76.1312,41716,47.8,52014,27823,5350,0.128248154,0.032050053
Sussex, VA,2017,1,1,1,37.0377,-77.1013,11595,40.4,44608,15882,1244,0.107287624,0.013540319
Sutter, CA,2017,1,0,0,39.2702,-121.658,95583,35.7,54347,24849,15805,0.165353672,0.046985343
Swisher, TX,2017,1,1,0,34.3629,-101.728,7541,35.6,37883,18878,1525,0.202227821,0.022543429
Talbot, MD,2017,1,0,0,38.7761,-76.0762,37461,49.7,65595,44785,3692,0.098555831,0.022049598
Tallahatchie, MS,2017,1,0,0,34.0099,-90.4018,14552,34.7,30000,14163,3007,0.206638263,0.043293018
Tama, IA,2017,1,0,0,41.9818,-92.5768,17236,43.2,56110,27074,1968,0.114179624,0.019494082
Tate, MS,2017,1,1,1,34.6207,-89.9515,28333,37.7,46233,21671,5099,0.179966823,0.034376875
Taylor, IA,2017,1,0,1,40.7378,-94.8997,6214,43.3,46825,27344,668,0.107499195,0.014161571
Teller, CO,2017,1,0,0,38.981,-105.056,23769,49.8,66809,34974,1760,0.074046026,0.035424292
Terry, TX,2017,1,0,2,33.3377,-102.2059,12755,34.6,42441,21938,1590,0.124656997,0.037161897
Texas, OK,2017,1,0,0,36.6718,-101.476,21409,32.5,49469,23324,3506,0.163762903,0.016862067
Todd, KY,2017,1,0,0,36.8092,-87.1544,12377,36.8,38248,19555,2438,0.196978266,0.028520643
Todd, MN,2017,1,0,1,46.0031,-94.6481,24423,43.7,49213,24988,3126,0.127994104,0.018261475
Todd, SD,2017,1,0,0,43.2681,-100.737,10016,24.4,26285,11665,5082,0.507388179,0.049520767
Tolland, CT,2017,1,0,1,41.9779,-72.3921,151596,37.9,81312,37830,8798,0.058035832,0.032731734
Transylvania, NC,2017,1,0,1,35.233,-82.7458,33291,50.6,44559,26037,5018,0.150731429,0.029227118
Trigg, KY,2017,1,0,1,36.8314,-87.8635,14286,45.5,47259,26224,2213,0.154906902,0.046549069
Trimble, KY,2017,1,1,0,38.5869,-85.3179,8697,41.9,50998,26542,1302,0.149706795,0.051856962
Trousdale, TN,2017,1,2,0,36.459,-86.1193,8773,37.5,41776,22863,1152,0.13131198,0.039211216
Turner, GA,2017,1,1,0,31.6983,-83.6751,8036,40.2,42622,20302,2137,0.265928323,0.027750124
Tuscola, MI,2017,1,0,0,43.3359,-83.3503,53569,44.1,45495,23573,8307,0.15507103,0.034366891
Tyler, WV,2017,1,0,0,39.6037,-80.9347,8949,46.5,40902,24599,1448,0.161805788,0.031847134
Tyrrell, NC,2017,1,0,1,35.8874,-76.2741,4090,47.1,32411,17736,931,0.227628362,0.035207824
Unicoi, TN,2017,1,2,0,36.1215,-82.397,17830,45.9,36576,21374,3502,0.196410544,0.047784633
Union, FL,2017,1,1,0,29.9936,-82.4246,15300,39.8,37460,13485,2134,0.139477124,0.026862745
Union, IL,2017,1,0,0,37.449,-89.3699,17267,43.5,46716,24646,2870,0.166213007,0.023686801
Union, OR,2017,1,0,0,45.3271,-118.087,25810,39.8,46228,26586,4365,0.169120496,0.030530802
Union, SD,2017,1,0,0,42.4944,-96.4905,14929,41.1,65434,37093,1084,0.072610356,0.011186282
Van Buren, AR,2017,1,0,1,35.3558,-92.4138,16751,47.6,34428,20568,3250,0.194018268,0.030326548
Van Wert, OH,2017,1,0,1,40.8509,-84.5813,28262,41.4,50974,26130,3538,0.125185762,0.02664355
Venango, PA,2017,1,0,0,40.9667,-75.527,52880,46,46487,25190,7032,0.132980333,0.035514372
Vernon, WI,2017,1,1,0,43.7038,-90.5983,30378,42.3,49996,25314,4966,0.163473566,0.013266179
Victoria, TX,2017,1,0,0,28.787,-96.9717,91518,35.7,55740,28181,13328,0.145632553,0.025120741
Vilas, WI,2017,1,1,0,45.9171,-89.2434,21465,53.4,42720,29058,3240,0.150943396,0.036012113
Vinton, OH,2017,1,0,0,39.1948,-82.3156,13142,41.9,41541,19876,2747,0.209024502,0.047100898
Wabash, IL,2017,1,0,2,38.3844,-87.9117,11568,42.8,49716,25105,1498,0.129495159,0.03769018
Wabash, IN,2017,1,1,1,40.9807,-85.8393,31848,42,49052,24700,3993,0.12537679,0.027725446
Wabasha, MN,2017,1,0,0,44.2445,-92.2981,21490,45,61973,32307,1293,0.06016752,0.01735691
Waldo, ME,2017,1,0,0,44.4469,-69.0209,39280,45.7,50162,27763,5495,0.139893075,0.033019348
Warren, IL,2017,1,1,0,40.9077,-90.6486,17429,39.1,47278,24840,2238,0.128406679,0.033335246
Warren, MO,2017,1,1,0,38.8262,-91.2322,33554,40.9,56193,26845,4256,0.126840317,0.028849019
Warren, TN,2017,1,1,0,35.5963,-85.7106,40210,40.1,36765,21339,8548,0.212583934,0.031012186
Washakie, WY,2017,1,0,1,44.0127,-107.964,8253,43.4,51362,27345,1039,0.125893614,0.030049679
Washington, AL,2017,1,1,0,31.2199,-88.3101,16746,43.5,42185,23239,3644,0.217604204,0.042278753
Washington, GA,2017,1,0,1,32.9835,-82.789,20506,40.3,38097,19238,5074,0.247439774,0.038330245
Washington, IA,2017,1,0,0,41.3099,-91.6917,22095,40.8,59157,28397,1983,0.089748812,0.019189862
Washington, ID,2017,1,0,1,44.199,-116.922,9996,46.1,37521,20435,1549,0.154961985,0.037815126
Washington, ME,2017,1,0,0,45.176,-67.275,31822,47.6,40328,24311,5599,0.175947458,0.03456728
Washington, NE,2017,1,0,2,41.5384,-96.3864,20414,41.2,66485,33136,1959,0.095963554,0.009209366
Washington, RI,2017,1,0,0,41.5103,-71.6847,126190,44.1,77862,39568,11569,0.091679214,0.03282352
Watonwan, MN,2017,1,1,0,43.9726,-94.6195,10936,39.9,50044,26884,1321,0.120793709,0.012893197
Waushara, WI,2017,1,0,0,44.0726,-89.2894,24170,48.8,48412,25838,2538,0.105006206,0.022631361
Wayne, NY,2017,1,0,0,43.0396,-77.1015,91442,43.6,53693,27318,10541,0.115275256,0.032435861
Webster, KY,2017,1,0,1,37.4767,-87.8329,13180,41,39273,21150,2739,0.207814871,0.025189681
Webster, MS,2017,1,1,1,33.5402,-89.1242,9868,39.9,35634,20662,2477,0.251013377,0.03678557
Webster, WV,2017,1,0,1,38.4081,-80.5882,8637,46.2,33390,20314,2290,0.265138358,0.040870673
West Feliciana, LA,2017,1,1,0,30.7851,-91.3787,15376,40.5,55647,23041,1504,0.097814776,0.016909469
Westmoreland, VA,2017,1,0,1,38.2587,-76.9761,17596,47.6,55688,32265,1667,0.09473744,0.034439645
Wexford, MI,2017,1,0,0,44.2346,-85.4313,32915,41.9,42793,22028,5628,0.170985873,0.032507975
White Pine, NV,2017,1,0,0,39.2508,-114.876,9858,39.4,60358,25350,1092,0.110772976,0.023737066
White, TN,2017,1,1,0,36.0654,-85.4895,26394,43.4,37654,19867,4562,0.172842313,0.038607259
Wilbarger, TX,2017,1,1,0,34.1507,-99.3003,12972,37.2,43913,21938,2091,0.16119334,0.029910577
Wilcox, GA,2017,1,0,0,32.1101,-83.5,8896,39.4,35457,15119,1491,0.167603417,0.022144784
Wilkes, GA,2017,1,0,0,32.9889,-82.8184,9905,45.5,34234,21957,2595,0.261988894,0.031499243
Wilkes, NC,2017,1,0,1,36.5125,-77.5069,68525,44.1,37173,21798,14040,0.204888727,0.033374681
Wilkin, MN,2017,1,0,1,46.2769,-96.3122,6398,44.3,52917,28575,614,0.09596749,0.007033448
Wilkinson, MS,2017,1,2,0,31.1311,-91.3613,9084,37.3,23340,12722,3107,0.342029943,0.036878027
Willacy, TX,2017,1,2,0,26.4634,-97.9526,21839,33.4,29104,13369,7157,0.327716471,0.049773341
Windsor, VT,2017,1,0,0,43.8718,-72.5727,55485,47.4,56828,34264,5575,0.100477607,0.023700099
Winneshiek, IA,2017,1,0,0,43.1014,-92.0463,20575,41,60788,29052,1455,0.070716889,0.011664642
Winston, AL,2017,1,0,1,34.1527,-87.4025,23968,44.6,35362,20580,4395,0.183369493,0.038593124
Wood, TX,2017,1,0,0,32.7295,-95.2579,43315,48.1,48038,25955,5580,0.128823733,0.031005425
Worth, GA,2017,1,0,1,31.5334,-83.8187,20809,42.1,40369,20783,4447,0.213705608,0.041953001
Wright, IA,2017,1,0,1,42.6641,-93.903,12864,44.3,48935,28200,1585,0.123212065,0.02829602
Wright, MN,2017,1,0,0,45.0932,-93.8732,131130,36.2,77953,32506,6551,0.049958057,0.02000305
Wyoming, NY,2017,1,0,1,42.7411,-78.1288,40886,41.8,55459,25635,4267,0.104363352,0.031184268
Wyoming, WV,2017,1,0,1,37.6173,-81.5782,22130,43.8,37644,20474,4866,0.219882512,0.038002711
Yadkin, NC,2017,1,0,1,36.1315,-80.6305,37825,43.5,41126,23038,6479,0.17128883,0.026014541
Yankton, SD,2017,1,0,0,42.8936,-97.3379,22660,42.1,50029,30395,2770,0.122241836,0.014342454
Yates, NY,2017,1,0,1,42.6646,-77.0566,25083,41.7,51758,26608,3120,0.124387035,0.028904039
Yellow Medicine, MN,2017,1,1,0,44.6882,-95.6603,9930,42.6,54645,28182,1215,0.122356495,0.014098691
York, NE,2017,1,0,3,40.8684,-97.59,13832,40.9,59966,28298,1253,0.090587045,0.012434933
York, VA,2017,1,1,0,37.1578,-76.4582,67196,39.6,86781,38193,3446,0.051282814,0.030864932
Young, TX,2017,1,2,0,33.094,-98.5879,18166,41.5,46351,25661,2939,0.161785754,0.021523726
Ziebach, SD,2017,1,0,0,45.0475,-101.602,2837,30.5,35000,13461,1216,0.428621784,0.126189637
Adams, WA,2017,,,,46.7482,-119.271,19261,28.4,48131,18415,4393,0.228077462,0.025336172
Adams, WI,2017,,,,44.0253,-89.8861,20111,52.6,44003,24874,2457,0.122171946,0.033016757
Addison, VT,2017,,,,44.1621,-73.2501,36825,43.4,61875,31051,2638,0.071636117,0.024630007
Alamosa, CO,2017,,,,37.7474,-105.886,16345,30.3,36315,19217,4239,0.259345366,0.044233711
Alcona, MI,2017,,,,43.9298,-84.893,10413,57.9,39424,24463,1526,0.146547585,0.033131662
Aleutians West, AK,2017,,,,53.8714,-166.541,5784,37.7,85192,35998,419,0.072441217,0.013312586
Alexander, IL,2017,,,,37.0081,-89.1785,6776,42.3,31014,18564,2212,0.326446281,0.02863046
Allegany, NY,2017,,,,42.0769,-77.8758,47400,38.6,45359,22377,6992,0.147510549,0.033670886
Amelia, VA,2017,,,,37.3089,-77.9964,12802,46.5,58535,26118,1645,0.128495548,0.016247461
Andrew, MO,2017,,,,39.8915,-94.9128,17358,42.5,56658,28003,1533,0.088316626,0.021488651
Andrews, TX,2017,,,,32.3289,-102.548,17577,31.6,70753,29903,2082,0.118450247,0.021789839
Antelope, NE,2017,,,,42.1276,-98.03,6406,45.9,46949,28091,729,0.113799563,0.009522323
Antrim, MI,2017,,,,45.0777,-85.2334,23133,50.4,50988,29307,2865,0.123849047,0.027449963
Appanoose, IA,2017,,,,40.734,-92.8774,12547,45.1,40377,25543,2108,0.168008289,0.029648522
Arenac, MI,2017,,,,44.0555,-83.6541,15238,49.3,39947,22622,2773,0.181979262,0.040687754
Atchison, MO,2017,,,,40.4385,-95.389,5335,47.8,45259,28209,634,0.118837863,0.021180881
Baker, OR,2017,,,,44.7854,-117.825,15980,47.9,43765,25820,2356,0.147434293,0.031476846
Bandera, TX,2017,,,,29.6484,-98.9864,21316,52,56413,29177,3467,0.162647776,0.02453556
Banks, GA,2017,,,,34.2567,-83.567,18363,40.3,42182,19451,2629,0.143168328,0.029788161
Bayfield, WI,2017,,,,46.4472,-90.9766,15004,51.6,50110,28272,1629,0.108571048,0.027259397
Beaver, UT,2017,,,,38.3274,-112.828,6414,33.3,47878,21128,667,0.103991269,0.020424072
Beckham, OK,2017,,,,35.3002,-99.6423,22971,35.1,49625,23883,2661,0.115841713,0.019546385
Benewah, ID,2017,,,,47.3352,-116.885,9050,46.5,43472,23120,1418,0.156685083,0.040552486
Bennett, SD,2017,,,,43.1751,-101.737,3440,28.8,45725,15287,1272,0.369767442,0.05494186
Benson, ND,2017,,,,48.2935,-99.431,6875,30.7,44500,21658,2267,0.329745455,0.024436364
Benton, IA,2017,,,,42.0075,-92.0897,25646,42.1,64061,32356,2182,0.085081494,0.018989316
Benzie, MI,2017,,,,44.6233,-85.9608,17462,48.9,53185,26790,1728,0.098957737,0.030408888
Berrien, GA,2017,,,,31.2151,-83.2525,19014,39.5,38297,18064,4445,0.233775113,0.038445356
Blanco, TX,2017,,,,30.045,-98.3401,11089,49.5,58500,31249,1180,0.106411759,0.027775273
Bleckley, GA,2017,,,,32.3875,-83.3512,12779,37.4,40688,20667,2591,0.202754519,0.027545191
Bledsoe, TN,2017,,,,35.629,-85.2087,14413,44.5,40450,21402,2735,0.189759245,0.033580795
Bond, IL,2017,,,,38.8941,-89.4113,17034,40.4,54393,24473,2399,0.140835975,0.023599859
Botetourt, VA,2017,,,,37.3783,-79.8206,33149,47.2,64733,34733,2517,0.075929892,0.0193671
Boundary, ID,2017,,,,48.6958,-116.309,11323,43.7,39512,24606,2040,0.180164267,0.013953899
Brewster, TX,2017,,,,30.364,-103.6651,9220,43.1,38906,26073,981,0.106399132,0.034490239
Bristol Bay, AK,2017,,,,58.7332,-156.858,917,41.8,79500,42002,63,0.06870229,0.040348964
Brooks, GA,2017,,,,30.7887,-83.4611,15629,43.2,34890,20964,3641,0.232964361,0.058992898
Brown, IN,2017,,,,39.2207,-86.1259,15007,49.3,59292,31365,1566,0.104351303,0.028186846
Burnett, WI,2017,,,,46.0142,-92.2616,15239,52.1,45891,26308,2192,0.143841459,0.023229871
Butler, IA,2017,,,,42.7492,-92.8047,14822,43.7,53937,28584,1369,0.092362704,0.016529483
Butte, SD,2017,,,,44.6659,-103.851,10194,40.1,44786,26178,1099,0.107808515,0.014420247
Caldwell, TX,2017,,,,29.8785,-97.6831,40544,35.8,51346,23366,6819,0.168187648,0.016007301
Calhoun, FL,2017,,,,30.5722,-85.1264,14458,40.3,36237,15927,1591,0.110042883,0.030502144
Calhoun, GA,2017,,,,33.62,-83.6109,6503,38.4,29617,13865,1474,0.226664616,0.043518376
Camden, GA,2017,,,,30.7892,-81.6042,52252,31.6,53687,26854,6413,0.122732144,0.035998622
Cameron, LA,2017,,,,29.8434,-93.178,6806,43.2,60194,29681,590,0.086688216,0.01425213
Campbell, SD,2017,,,,45.8377,-100.0749,1443,51.7,51548,36158,67,0.046431046,0.005544006
Cannon, TN,2017,,,,35.8641,-85.9576,13839,41.7,47457,24595,2317,0.167425392,0.030854831
Carbon, MT,2017,,,,45.3436,-109.1817,10466,50,56988,31697,1031,0.098509459,0.02016052
Carbon, UT,2017,,,,39.6049,-110.809,20512,36.4,46994,22536,3240,0.157956318,0.024668487
Caribou, ID,2017,,,,42.7327,-111.534,6862,36.9,58750,25669,633,0.092247158,0.011804139
Carlton, MN,2017,,,,46.5345,-92.6323,35408,40.7,58874,26900,4123,0.116442612,0.019345911
Carroll, AR,2017,,,,36.3663,-93.5643,27782,44.6,39686,21754,4331,0.155892304,0.02217263
Carroll, KY,2017,,,,38.6734,-85.1047,10695,37.2,43345,22296,2843,0.265825152,0.047872838
Carroll, MO,2017,,,,39.3614,-93.4989,8909,42.8,43583,24642,1615,0.18127736,0.036928948
Carroll, NH,2017,,,,43.4922,-71.0239,47524,51.4,58139,35646,4313,0.090754145,0.024114132
Carroll, OH,2017,,,,40.5707,-81.087,27825,45,51748,26908,4053,0.145660377,0.022353998
Carver, MN,2017,,,,44.9053,-93.7801,98799,37.2,93095,44212,3934,0.039818217,0.014068968
Caswell, NC,2017,,,,36.4246,-79.3563,22833,45.4,39428,21692,4666,0.204353348,0.038365524
Cedar, IA,2017,,,,41.8611,-90.9439,18368,41.9,62555,30362,984,0.053571429,0.016659408
Chaffee, CO,2017,,,,39.5505,-107.325,18818,49.9,53762,28907,1686,0.089595069,0.011584653
Chambers, TX,2017,,,,29.8133,-94.3753,39283,35.4,74368,31412,5031,0.128070667,0.029732963
Charles Mix, SD,2017,,,,43.1518,-98.5142,9319,36,44104,21805,1930,0.207103766,0.022319991
Charlevoix, MI,2017,,,,45.3251,-85.1999,26160,47.7,51567,31730,2990,0.114296636,0.029892966
Chattahoochee, GA,2017,,,,32.3123,-84.7559,11096,23.7,46096,22774,1139,0.102649603,0.035598414
Chicot, AR,2017,,,,33.1239,-91.2595,11008,43.3,32412,20560,3041,0.276253634,0.037427326
Childress, TX,2017,,,,34.4307,-100.216,7064,32.8,40432,18694,1124,0.159116648,0.019535674
Chippewa, MN,2017,,,,45.0086,-95.8004,12040,43,57601,29354,1307,0.108554817,0.010880399
Claiborne, MS,2017,,,,31.9471,-90.982,9106,33.8,24601,13095,3897,0.427959587,0.056665935
Clark, AR,2017,,,,33.9057,-93.1504,22495,33.8,37144,20382,4221,0.187641698,0.021515892
Clark, ID,2017,,,,44.2607,-112.301,1055,29.7,31927,15283,255,0.241706161,0.021800948
Clay, TX,2017,,,,33.5576,-98.1394,10369,46,46863,27593,1539,0.148423184,0.032500723
Clayton, IA,2017,,,,43.0458,-91.1867,17711,46.5,51114,27719,1806,0.101970527,0.015922308
Clear Creek, CO,2017,,,,39.7436,-105.529,9257,47.2,68534,41257,622,0.067192395,0.018472507
Cleburne, AL,2017,,,,33.637,-85.5307,14939,41.7,37396,20873,2800,0.187428877,0.032733115
Clinch, GA,2017,,,,31.0402,-82.7471,6788,37.6,21838,17145,2641,0.389068945,0.031968179
Clinton, IL,2017,,,,38.607,-89.6844,37640,40.4,64543,30382,3200,0.08501594,0.020085016
Clinton, IN,2017,,,,40.421,-86.597,32455,38.2,51659,23722,4187,0.129009398,0.025974426
Clinton, KY,2017,,,,36.6796,-85.1324,10208,41.7,31130,19325,2016,0.197492163,0.030172414
Clinton, MI,2017,,,,42.7759,-84.4837,77321,40.4,64903,32792,7736,0.100050439,0.021805202
