County,State,Year,Number of Incidents,Total Killed,Total Injured,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
Izard, AR,2017,1,0,1,36.1457,-92.1298,13521,48,39135,19737,2238,16.5520302,3.6092005
Jackson, IA,2017,1,0,1,42.0691,-90.6512,19409,44.6,51806,27672,2293,11.8141069,2.4473183
Jackson, NC,2017,1,1,0,35.3052,-83.1752,41725,37.2,45078,23674,8205,19.6644697,2.2097064
Jackson, OH,2017,1,0,1,38.9464,-82.7695,32624,40.2,43397,21730,6627,20.3132663,5.0392349
Jackson, TX,2017,1,1,0,28.9774,-96.6437,14756,39.2,58504,26809,1962,13.2962863,2.2499322
Jefferson, IA,2017,1,0,1,41.1338,-92.085,17945,40.9,44516,26630,2510,13.9871831,3.326832
Jefferson, KS,2017,1,3,0,39.4209,-95.4692,18856,44,58935,27783,1536,8.1459482,3.0229105
Jefferson, OK,2017,1,0,0,34.1763,-97.5926,6270,42.4,35933,19130,1274,20.3189793,2.8389155
Jefferson, TN,2017,1,0,1,36.0987,-83.4438,52887,43.2,45641,23724,7001,13.2376576,2.9005238
Jersey, IL,2017,1,1,1,39.1176,-90.3274,22215,42.5,56320,27528,2009,9.0434391,3.1240153
Jones, GA,2017,1,1,0,33.0461,-83.5093,28540,39.7,55110,26098,4001,14.0189208,4.0960056
Jones, IA,2017,1,0,1,42.1141,-91.0903,20468,43.6,58391,29653,1745,8.5255032,2.076412
Jones, TX,2017,1,1,0,32.9453,-99.8003,19969,38.6,48601,17960,2021,10.1206871,1.1017076
Juneau, WI,2017,1,0,1,43.8766,-90.277,26427,45.2,48817,24376,3545,13.4143111,2.0282287
Kauai, HI,2017,1,0,0,22.2119,-159.412,71093,42.1,72330,30515,6420,9.0304249,2.3223102
Kay, OK,2017,1,0,1,36.6596,-97.3459,45173,38.6,44067,24057,7795,17.2558829,3.1501118
Keith, NE,2017,1,1,0,41.1996,-101.665,8129,49.7,45078,27890,1051,12.9290196,1.4761963
King George, VA,2017,1,0,2,38.3393,-77.0538,25564,37.1,84770,35676,1449,5.6681271,2.5465498
Kingfisher, OK,2017,1,1,0,35.8415,-97.9057,15510,36.6,62829,31885,1357,8.7491941,2.5080593
Kit Carson, CO,2017,1,0,1,39.2906,-102.875,7846,38.4,45881,26125,814,10.3747132,2.5873056
Knott, KY,2017,1,1,0,37.3348,-82.874,15690,41.4,30503,17670,4874,31.0643722,4.7355003
Lafayette, FL,2017,1,0,1,29.9849,-83.0206,8684,39.2,41512,21955,1264,14.5555044,4.2722248
Lafayette, MO,2017,1,0,1,39.0069,-93.8884,32655,42.2,52557,27260,4081,12.4973205,2.6979023
Lafayette, WI,2017,1,0,0,42.6856,-90.1188,16755,41.6,55859,27023,1730,10.325276,1.4383766
Lake, MN,2017,1,0,0,47.4294,-91.2445,10578,50.3,56078,32319,960,9.0754396,1.7961808
Lake, OR,2017,1,2,0,42.1925,-120.352,7807,48.8,32769,21005,1448,18.5474574,2.894838
Lake, SD,2017,1,0,1,43.9775,-97.0486,12350,42,58467,31145,1799,14.5668016,2.1538462
Lamar, AL,2017,1,1,0,33.7589,-88.1144,14021,44.5,36016,21152,3191,22.7587191,3.2736609
LaMoure, ND,2017,1,1,0,46.3765,-98.7138,4106,47.8,57463,36653,426,10.3750609,0.4140283
Lapeer, MI,2017,1,0,0,43.1299,-83.3672,88205,43.6,56186,26650,8427,9.5538802,3.4964004
LaSalle, IL,2017,1,0,0,41.0981,-88.8304,111151,41.8,54693,27959,14617,13.1505789,4.1538088
Lassen, CA,2017,1,2,0,40.3814,-120.802,31470,36.2,54083,20974,3155,10.025421,2.3164919
Lauderdale, TN,2017,1,0,1,35.7418,-89.5205,26497,38,35551,17178,5451,20.5721402,3.7626901
Lavaca, TX,2017,1,1,0,29.4578,-97.2435,19859,43.9,51708,29946,2030,10.2220656,1.3243366
Lawrence, KY,2017,1,2,0,38.028,-82.8955,15844,40.9,32703,18885,3839,24.2299924,2.7202727
Leake, MS,2017,1,1,0,32.7813,-89.6041,22936,35.8,35578,18825,5566,24.267527,3.8890827
Lee, SC,2017,1,0,1,34.2269,-80.2474,17897,41.7,31963,16972,4310,24.0822484,3.3357546
Leelanau, MI,2017,1,0,0,44.9735,-85.6543,21564,53.3,62646,37061,1650,7.6516416,3.0513819
Lewis, MO,2017,1,1,0,40.1306,-91.5285,10078,40.1,47148,22083,1418,14.070252,1.4288549
Lexington, VA,2017,1,1,0,37.7989,-79.4194,7113,21.6,37309,16668,764,10.7408969,1.3637003
Limestone, TX,2017,1,1,0,31.6035,-96.4304,23480,39.5,40356,21093,4671,19.8935264,4.2972743
Lincoln, GA,2017,1,1,0,33.7883,-82.3353,7768,47.9,37711,24529,1773,22.8244078,2.6647786
Lincoln, MO,2017,1,0,0,39.0244,-91.2018,54800,37.3,58603,24023,7122,12.9963504,3.0748175
Lincoln, TN,2017,1,0,1,35.1471,-86.5757,33543,43.3,42153,24029,5578,16.6294011,2.6682169
Lincoln, WV,2017,1,0,1,38.2562,-81.8469,21241,42.7,37075,19321,5270,24.810508,2.664658
Linn, MO,2017,1,0,1,37.6833,-92.6543,12248,42.5,41652,22361,1999,16.321032,1.4696277
Live Oak, TX,2017,1,1,1,28.3376,-98.028,12043,42.3,51480,22847,1703,14.1409948,1.4033048
Livingston, IL,2017,1,0,0,40.8836,-88.6356,36812,41.6,54339,27318,4565,12.4008475,2.5670977
Livingston, KY,2017,1,0,0,37.308,-88.2985,9288,45.8,43472,24464,1488,16.0206718,2.7347115
Livingston, MI,2017,1,1,0,42.4543,-83.9457,186946,42.9,78430,36845,10935,5.8492827,2.4627433
Livingston, MO,2017,1,0,0,39.7983,-93.5447,15025,40.7,45929,22248,2469,16.4326123,1.5440932
Logan, AR,2017,1,0,1,35.2911,-93.7277,21802,42.2,37982,19708,4326,19.8422163,3.3529034
Long, GA,2017,1,0,1,31.7163,-81.7476,17857,31.6,53083,20321,3530,19.7681581,6.9608557
Louisa, VA,2017,1,1,0,38.0088,-78.0384,34813,44.5,56946,30237,4057,11.6536926,3.9266941
Luna, NM,2017,1,2,0,32.2541,-107.752,24319,39,27602,16622,7611,31.2965171,4.1942514
Lyman, SD,2017,1,0,1,44.0704,-99.5823,3882,36,47113,21155,835,21.5095312,3.0654302
Lyon, MN,2017,1,0,0,44.5691,-95.9773,25789,35.6,54181,30203,3374,13.0830974,2.0047307
Madison, IA,2017,1,0,0,41.2972,-94.071,15720,40.8,60077,31449,1132,7.2010178,2.8053435
Madison, MT,2017,1,0,1,45.3209,-111.735,7902,53,47900,31620,832,10.52898,1.7210833
Madison, TX,2017,1,0,0,30.9585,-95.9219,13979,35.2,44004,17436,1516,10.8448387,0.9871951
Mahnomen, MN,2017,1,0,2,47.3219,-95.9512,5500,35.7,42439,20720,1220,22.1818182,4.0363636
Manistee, MI,2017,1,1,0,44.2364,-86.3395,24432,48.7,44882,24398,3401,13.9202685,3.3439751
Marengo, AL,2017,1,1,0,32.5185,-87.8328,19743,42.1,32255,22996,5000,25.3254318,4.9384592
Marion, GA,2017,1,1,0,32.3201,-84.5199,8558,43.3,39015,20154,1952,22.8090675,4.4402898
Marion, TN,2017,1,0,1,35.2358,-85.4878,28355,43.2,45366,23807,5045,17.7922765,2.6979369
Mariposa, CA,2017,1,0,0,37.6174,-120.233,17658,51.1,51385,28241,2629,14.8884358,4.4002718
Marshall, KS,2017,1,0,0,39.8408,-96.642,9859,44,50420,27908,860,8.7229942,2.1300335
Marshall, MN,2017,1,1,0,48.1155,-96.9464,9397,43.4,57289,28585,724,7.7045866,1.7239545
Marshall, SD,2017,1,0,0,45.6186,-97.7919,4759,41.3,60948,28861,389,8.1739861,0.8615255
Martin, IN,2017,1,0,0,38.8797,-86.9168,10219,42,49372,25138,1330,13.0149721,2.074567
Martin, MN,2017,1,0,1,43.7744,-94.7171,20084,45.2,53627,30806,2234,11.1232822,1.6480781
Martin, NC,2017,1,0,0,35.8164,-77.2502,23227,46,35969,22161,4430,19.072631,4.2450596
Massac, IL,2017,1,0,0,37.1578,-88.7297,14594,43.8,42168,23434,2635,18.0553652,3.2547622
Mathews, VA,2017,1,1,1,37.3983,-76.3074,8830,52.6,63622,35252,932,10.5549264,0.6455266
McCreary, KY,2017,1,0,1,36.7528,-84.6066,17748,39.2,19264,11492,6628,37.345053,4.7554654
McIntosh, OK,2017,1,0,0,35.2875,-95.5888,19874,47,38163,22241,3617,18.1996578,3.2856999
McPherson, KS,2017,1,1,0,38.3693,-97.6642,28792,40.8,56946,29508,2083,7.2346485,1.3337038
Meagher, MT,2017,1,0,0,46.5481,-110.903,2000,43.9,41343,20095,313,15.65,1.65
Mecosta, MI,2017,1,0,0,43.7598,-85.4994,43181,36.4,43470,21978,9015,20.8772377,4.0388134
Meeker, MN,2017,1,0,0,45.2397,-94.5975,23105,42.2,59611,29216,1885,8.1584073,1.475871
Mellette, SD,2017,1,0,0,43.574,-100.762,2062,32.8,31165,14264,855,41.4645975,2.3278371
Mercer, IL,2017,1,0,0,41.2096,-90.9953,15794,44.8,55649,27844,1765,11.1751298,3.2354059
Mercer, KY,2017,1,0,0,37.761,-84.8412,21378,42.8,47574,24981,3526,16.4935915,4.5046309
Mercer, ND,2017,1,0,0,47.3187,-101.3822,8637,44.7,80337,36720,611,7.0742156,0.6946857
Meriwether, GA,2017,1,0,1,32.9448,-84.6419,21152,42,36368,19679,4735,22.38559,3.4181165
Merrick, NE,2017,1,0,0,41.1626,-97.8097,7829,43.5,53536,27223,759,9.6947247,1.8265423
Metcalfe, KY,2017,1,1,0,36.9842,-85.619,9990,43.1,35594,18449,2275,22.7727728,2.3723724
Miami, IN,2017,1,0,0,40.7385,-86.0521,36035,39.9,46666,22890,5363,14.8827529,3.5937283
Mifflin, PA,2017,1,1,0,40.6778,-77.61,46452,43.6,46286,23568,6133,13.2028761,1.9676225
Mineral, MT,2017,1,0,1,47.1483,-114.824,4194,52.1,40117,22894,834,19.8855508,3.0042918
Mineral, WV,2017,1,0,0,39.4326,-78.9868,27421,43.5,40749,21888,3930,14.3320813,3.0341709
Mingo, WV,2017,1,0,1,37.6297,-81.9229,25150,42.1,31227,19272,7220,28.7077535,5.332008
Mitchell, NC,2017,1,0,1,36.0681,-82.114,15155,47.1,42534,22302,2263,14.9323656,2.0191356
Moffat, CO,2017,1,1,0,40.5144,-107.538,13056,37.7,53010,27331,1305,9.9954044,1.8229167
Monona, IA,2017,1,0,0,41.9305,-96.089,8865,46.7,41598,26829,1284,14.4839255,1.6130852
Monroe, TN,2017,1,0,2,35.5199,-84.3613,45698,43,36931,20353,9132,19.9833691,3.7069456
Monroe, WV,2017,1,1,0,37.5865,-80.5388,13517,47.7,36684,22830,2302,17.0304062,3.8322113
Montague, TX,2017,1,0,0,33.7904,-97.728,19406,44,46592,26278,2948,15.191178,2.8753994
Montcalm, MI,2017,1,0,0,43.4082,-85.052,62956,40.5,44651,21509,10487,16.6576657,3.0910477
Montezuma, CO,2017,1,0,1,37.3055,-108.614,25770,44.1,45645,24440,4275,16.589057,2.7202173
Montgomery, GA,2017,1,1,1,32.1934,-82.5934,8962,39.4,40308,20114,1593,17.7750502,2.7895559
Montgomery, IN,2017,1,0,0,40.0102,-86.7981,38288,40.5,53075,25519,3734,9.7524028,2.2356874
Montgomery, MS,2017,1,1,0,33.4761,-89.7283,10309,42.6,34983,22666,2604,25.259482,3.9577069
Montgomery, NC,2017,1,0,0,35.3647,-79.8998,27445,42.8,38254,20900,5550,20.2222627,2.4048096
Moore, TX,2017,1,0,1,35.8705,-101.978,22016,30.5,52469,21372,3677,16.7014898,2.0712209
Morgan, GA,2017,1,2,0,33.5157,-83.5008,18013,44.2,59572,28830,2374,13.1793705,2.6702937
Morgan, IL,2017,1,0,0,37.8939,-88.9182,34442,41.2,49353,26253,4611,13.3877243,2.9702108
Morgan, IN,2017,1,0,0,39.5431,-86.3709,69533,41.5,60317,27402,8073,11.6103145,2.8993428
Morgan, OH,2017,1,0,0,39.4892,-81.8659,14773,44.2,40276,22122,3110,21.051919,2.2947269
Morgan, TN,2017,1,0,0,36.257,-84.6703,21639,41.2,40707,18649,4279,19.7744813,2.6988308
Morrow, OH,2017,1,0,0,40.4094,-82.8104,34935,41.8,52767,24864,3347,9.5806498,2.1926435
Murray, OK,2017,1,0,1,34.5222,-96.985,13797,42.2,51844,24804,1889,13.6913822,1.7974922
Musselshell, MT,2017,1,0,0,46.4185,-108.52,4766,49.1,38156,23908,812,17.0373479,2.3080151
Ness, KS,2017,1,0,0,38.4457,-99.9076,3001,47.2,48412,30761,260,8.6637787,1.2995668
New Kent, VA,2017,1,0,0,37.4913,-76.9897,20523,44,78429,36768,1017,4.9554159,2.6847927
New Madrid, MO,2017,1,0,0,36.8451,-89.6904,18030,41.3,33846,20261,4240,23.5163616,3.9711592
Newton, TX,2017,1,0,1,30.8548,-93.7614,14187,43.5,40180,20800,2202,15.5212519,4.5816593
Nicholas, KY,2017,1,0,1,38.2725,-83.9318,7061,41.6,38900,21519,1919,27.1774536,2.9457584
Nicholas, WV,2017,1,0,0,38.2616,-81.2224,25496,44.9,39037,22101,4692,18.4028867,3.0161594
Noble, OK,2017,1,0,0,36.5632,-97.1524,11421,41.5,52372,28054,1316,11.5226337,2.3115314
Nolan, TX,2017,1,0,1,32.0851,-100.3194,14990,38.8,42019,23686,2445,16.3108739,3.2221481
Norman, MN,2017,1,1,0,47.3515,-96.8204,6589,44.3,53034,27099,770,11.6861436,1.6239187
Nottoway, VA,2017,1,1,1,37.1908,-78.1951,15537,41.3,38410,19452,3039,19.5597606,2.1947609
Nowata, OK,2017,1,0,1,36.6021,-94.7633,10448,42.3,41282,21491,1849,17.6971669,4.2783308
Ogemaw, MI,2017,1,1,0,44.2853,-84.2136,20979,49.7,38149,22028,3856,18.380285,4.1136374
Oglethorpe, GA,2017,1,1,0,32.6998,-83.7849,14654,42.5,43938,21858,2543,17.3536236,2.6886857
Ohio, IN,2017,1,1,0,38.9492,-84.8541,5911,46.8,58359,27715,288,4.872272,1.7763492
Okanogan, WA,2017,1,1,0,48.3846,-119.557,41377,43.1,42598,22755,8869,21.4346134,2.9219131
Oneida, ID,2017,1,0,1,42.1831,-112.289,4284,39.5,43491,21360,535,12.4883287,2.2408964
Orange, VA,2017,1,0,1,38.0633,-78.2537,35265,41.9,67196,30660,3054,8.6601446,3.1390897
Oregon, MO,2017,1,1,0,36.523,-91.5426,10779,46.3,32070,18309,2662,24.6961685,2.0317284
Osage, MO,2017,1,0,0,38.4753,-91.8368,13610,40.1,54503,24995,912,6.7009552,1.7340191
Otero, CO,2017,1,0,0,38.0572,-103.72,18325,40.2,35051,20358,4085,22.2919509,4
Ottawa, KS,2017,1,1,0,38.9897,-97.8186,5957,42.4,51797,28839,567,9.5182139,1.7122713
Overton, TN,2017,1,1,0,36.3875,-85.3265,21995,42.6,36052,19961,4241,19.2816549,2.2095931
Owen, IN,2017,1,1,0,39.3582,-86.7574,20957,44.6,48315,24220,3230,15.4125113,3.0347855
Owen, KY,2017,1,0,2,38.4295,-84.7136,10686,42.2,44031,22802,1754,16.4139996,2.0962006
Owsley, KY,2017,1,1,0,37.4782,-83.688,4497,41.8,22736,16582,1451,32.2659551,3.9359573
Ozark, MO,2017,1,0,0,36.5074,-92.5046,9328,51.1,32021,17857,2549,27.3263293,3.0660377
Ozaukee, WI,2017,1,0,1,43.3656,-87.9064,87817,43.9,80526,45820,5087,5.7927281,1.6374962
Page, VA,2017,1,0,1,38.6692,-78.4738,23694,45,46140,24057,3988,16.8312653,3.7942095
Palo Alto, IA,2017,1,0,0,43.1297,-94.8969,9110,42.3,50470,27902,618,6.7837541,0.6915477
Park, MT,2017,1,0,0,45.0187,-109.9119,16001,46.4,44920,29181,2135,13.3429161,1.4749078
Parke, IN,2017,1,0,0,39.7249,-87.3311,17062,42.2,44643,21636,2153,12.6186848,2.6433009
Paulding, OH,2017,1,1,0,41.1347,-84.5746,18951,41.5,49866,24319,2006,10.5851934,2.4431428
Pawnee, KS,2017,1,1,0,38.076,-99.2426,6776,44.5,46224,24404,443,6.5377804,0.487013
Pendleton, WV,2017,1,1,0,38.6588,-79.3526,7138,49.9,39554,23697,1312,18.3804987,1.9893528
Pennington, MN,2017,1,1,0,48.1349,-95.7974,14197,39.5,53893,28562,1440,10.142988,1.7398042
Perry, AL,2017,1,0,1,34.1602,-87.9984,9680,37.6,22973,13449,3706,38.285124,3.4297521
Perry, MS,2017,1,0,1,31.1222,-88.8587,12047,40.7,35374,19308,2377,19.7310534,4.0175977
Piatt, IL,2017,1,1,0,40.2115,-88.5109,16433,43,67360,33672,888,5.4037607,2.4888943
Pickens, AL,2017,1,1,0,33.2707,-88.1104,20170,42.1,36220,20089,4340,21.5171046,4.7496282
Pierce, NE,2017,1,0,0,42.1924,-97.3681,7175,41.7,55417,28766,479,6.6759582,2.0348432
Pierce, WI,2017,1,0,0,44.7661,-92.1673,41226,36.6,66772,31109,4132,10.0228011,1.5791006
Pike, PA,2017,1,1,1,41.3906,-74.7726,55687,47,63417,31156,5452,9.7904358,3.7944224
Pocahontas, WV,2017,1,0,0,38.1328,-80.2438,8574,48.6,37111,23219,1452,16.9349195,2.7641707
Polk, AR,2017,1,0,0,34.5799,-94.2483,20212,43.8,33870,18735,5326,26.3506828,3.3297051
Polk, TN,2017,1,0,1,35.0994,-84.6174,16722,44.9,42307,24247,2802,16.7563689,2.6492046
Polk, WI,2017,1,0,0,44.2141,-88.585,43328,44.8,53551,27993,4215,9.7281204,2.4949225
Posey, IN,2017,1,0,0,38.1305,-87.9408,25599,42.5,60992,30763,2398,9.3675534,1.7383492
Powell, MT,2017,1,0,1,46.4015,-112.718,6852,45.6,44352,23990,761,11.1062464,0.5545826
Powhatan, VA,2017,1,1,0,37.536,-77.7902,28364,44.6,80441,33807,1423,5.0169229,1.9214497
Presidio, TX,2017,1,0,2,29.5606,-104.367,7191,41.4,26486,15329,1893,26.3245724,3.6712557
Pulaski, IN,2017,1,1,0,40.9187,-86.8887,12761,41.8,47633,24445,1663,13.0318941,3.2912781
Putnam, GA,2017,1,2,0,33.3472,-83.2568,21430,45.6,48340,27498,3425,15.9822678,2.9491367
Quitman, MS,2017,1,1,0,34.5251,-90.1889,7537,37.9,25671,15189,2762,36.6458803,9.9509088
Randall, TX,2017,1,0,0,34.9899,-101.923,130552,35.6,65564,32922,12247,9.3809363,2.0329064
Randolph, IL,2017,1,1,0,38.1085,-89.9307,32829,41.5,49717,24716,3531,10.7557343,1.8702976
Rappahannock, VA,2017,1,1,0,36.6026,-82.1174,7359,49.5,62541,38185,653,8.8734882,1.4675907
Red Willow, NE,2017,1,0,0,40.2362,-100.305,10870,40.8,42882,25006,1220,11.2235511,2.6678933
Rice, MN,2017,1,0,0,44.269,-93.273,65251,36.6,63311,28603,6550,10.0381603,1.9647208
Rich, UT,2017,1,1,2,41.891,-111.37,2307,34.3,52917,19512,414,17.9453836,0.520156
Ripley, IN,2017,1,0,1,39.2209,-85.066,28372,40.6,53698,25385,2916,10.2777386,2.9218948
Ritchie, WV,2017,1,0,1,39.2095,-81.0513,10005,45.8,41497,21533,1830,18.2908546,3.4682659
Roane, WV,2017,1,0,0,38.8513,-81.3952,14348,44.8,37931,20723,2705,18.8528018,3.3384444
Robertson, KY,2017,1,1,0,38.5028,-84.0697,2161,47.1,30694,21764,638,29.5233688,2.545118
Rockingham, VA,2017,1,0,1,38.2047,-78.8568,78653,41.8,57651,28884,7844,9.972919,2.3737175
Roseau, MN,2017,1,0,0,48.8162,-95.7455,15537,41.4,56273,27935,1411,9.0815473,1.4031023
Routt, CO,2017,1,0,1,40.4822,-106.828,24359,39.9,67472,38111,2567,10.5381994,1.9376822
Runnels, TX,2017,1,1,0,31.6024,-100.182,10266,41.1,41226,22190,1624,15.819209,1.353984
Russell, KY,2017,1,0,0,37.064,-85.1172,17731,43.4,34660,18857,4419,24.9224522,3.6884552
Russell, VA,2017,1,1,1,36.9009,-82.0569,27725,44.8,40083,21673,4829,17.4174932,2.6654644
Sac, IA,2017,1,0,1,42.256,-94.9555,9936,45.9,53254,29502,913,9.1888084,2.0933977
Salem, VA,2017,1,0,1,37.2908,-80.0751,25521,41.1,53990,30141,2054,8.048274,2.4254535
Saluda, SC,2017,1,0,0,33.8468,-81.6682,20228,40.6,41885,20390,4091,20.2244414,3.0057346
San Juan, UT,2017,1,1,0,37.2108,-109.29,15193,31.6,42581,17385,4189,27.5719081,3.1593497
San Miguel, CO,2017,1,0,0,37.9385,-107.838,7804,42,62243,42015,815,10.4433624,2.4346489
San Patricio, TX,2017,1,2,1,27.8956,-97.1509,66867,35.1,53332,24613,10061,15.0462859,2.2163399
Sanborn, SD,2017,1,0,1,44.0454,-98.2807,2366,45.3,54677,31965,224,9.4674556,1.6906171
Sanpete, UT,2017,1,0,1,39.6367,-111.33,28892,31.7,50928,17426,4365,15.1079884,2.7447044
Sawyer, WI,2017,1,1,0,46.0404,-91.2225,16384,49.7,43565,29712,2825,17.2424316,2.923584
Schoharie, NY,2017,1,0,0,42.5482,-74.3271,31611,44.1,51842,26953,4186,13.2422258,3.6537914
Scott, AR,2017,1,0,1,34.7946,-94.2071,10584,41.2,37396,18077,2142,20.2380952,4.5445956
Scott, TN,2017,1,1,0,36.384,-84.442,21949,38.7,31875,18748,5630,25.6503713,3.9500661
Scott, VA,2017,1,0,0,36.7018,-82.8381,22290,46.3,38725,20969,3797,17.0345446,2.5168237
Screven, GA,2017,1,0,0,32.7569,-81.6355,14037,41.2,36556,20255,3092,22.0274988,2.3366816
Sequatchie, TN,2017,1,0,0,35.4025,-85.3881,14654,43,51312,22744,2073,14.1463082,3.4120377
Seward, KS,2017,1,0,0,37.0323,-100.924,22948,29.5,47535,21158,4205,18.324037,3.7214572
Seward, NE,2017,1,0,0,40.9114,-97.0993,17045,38.3,63095,29398,1436,8.424758,1.3435025
Sharkey, MS,2017,1,2,1,32.9079,-90.8707,4631,39.6,30033,17192,1315,28.3955949,5.7223062
Shawano, WI,2017,1,0,1,44.7746,-88.6013,41136,44.9,51751,26627,4618,11.2261766,1.978802
Shelby, IL,2017,1,0,0,39.2504,-88.8576,21906,44.6,49807,24808,2630,12.0058431,2.1866155
Shelby, MO,2017,1,0,0,39.7374,-92.2579,6084,41.9,42593,22349,899,14.7764629,2.4490467
Sheridan, KS,2017,1,0,0,39.5414,-100.569,2497,44.7,56607,30165,119,4.7657189,1.0412495
Sheridan, WY,2017,1,0,0,44.8041,-106.953,29964,42.1,56455,31643,1986,6.6279535,1.5818983
Sherman, KS,2017,1,0,0,39.3301,-101.71,5999,38.5,52030,25653,969,16.1526921,2.0503417
Sioux, ND,2017,1,1,0,46.1188,-100.657,4420,26.9,40795,15944,1616,36.561086,7.1266968
Skamania, WA,2017,1,1,0,45.6425,-121.9689,11498,46,53606,28644,1508,13.1153244,2.8439729
Smith, TN,2017,1,0,3,36.2026,-86.0772,19279,41.2,44275,23015,2681,13.9063229,1.6961461
Snyder, PA,2017,1,0,1,40.7015,-76.9147,40570,39.7,54182,24961,4310,10.6236135,1.8708405
Spencer, IN,2017,1,0,0,38.1748,-87.01,20610,43.2,55280,29114,1964,9.5293547,2.86754
Stanton, NE,2017,1,0,0,41.9445,-97.2237,6020,41,57534,29517,568,9.4352159,1.6777409
Stark, IL,2017,1,0,0,41.094,-89.8648,5551,45,52284,30009,763,13.7452711,2.3239056
Stokes, NC,2017,1,1,0,36.3608,-80.4142,46124,45.3,44490,23500,6311,13.6826815,3.3648426
Sullivan, NH,2017,1,0,0,43.3798,-72.3537,43073,46.1,59419,31301,3953,9.1774429,1.9432127
Summers, WV,2017,1,0,1,37.2647,-81.2284,13210,47.3,35218,20142,2317,17.5397426,4.2013626
Surry, VA,2017,1,0,0,37.1021,-76.7356,6670,49.3,54656,27162,909,13.6281859,3.868066
Susquehanna, PA,2017,1,1,0,41.9906,-76.1312,41716,47.8,52014,27823,5350,12.8248154,3.2050053
Sussex, VA,2017,1,1,1,37.0377,-77.1013,11595,40.4,44608,15882,1244,10.7287624,1.3540319
Sutter, CA,2017,1,0,0,39.2702,-121.658,95583,35.7,54347,24849,15805,16.5353672,4.6985343
Swisher, TX,2017,1,1,0,34.3629,-101.728,7541,35.6,37883,18878,1525,20.2227821,2.2543429
Talbot, MD,2017,1,0,0,38.7761,-76.0762,37461,49.7,65595,44785,3692,9.8555831,2.2049598
Tallahatchie, MS,2017,1,0,0,34.0099,-90.4018,14552,34.7,30000,14163,3007,20.6638263,4.3293018
Tama, IA,2017,1,0,0,41.9818,-92.5768,17236,43.2,56110,27074,1968,11.4179624,1.9494082
Tate, MS,2017,1,1,1,34.6207,-89.9515,28333,37.7,46233,21671,5099,17.9966823,3.4376875
Taylor, IA,2017,1,0,1,40.7378,-94.8997,6214,43.3,46825,27344,668,10.7499195,1.4161571
Teller, CO,2017,1,0,0,38.981,-105.056,23769,49.8,66809,34974,1760,7.4046026,3.5424292
Terry, TX,2017,1,0,2,33.3377,-102.2059,12755,34.6,42441,21938,1590,12.4656997,3.7161897
Texas, OK,2017,1,0,0,36.6718,-101.476,21409,32.5,49469,23324,3506,16.3762903,1.6862067
Todd, KY,2017,1,0,0,36.8092,-87.1544,12377,36.8,38248,19555,2438,19.6978266,2.8520643
Todd, MN,2017,1,0,1,46.0031,-94.6481,24423,43.7,49213,24988,3126,12.7994104,1.8261475
Todd, SD,2017,1,0,0,43.2681,-100.737,10016,24.4,26285,11665,5082,50.7388179,4.9520767
Tolland, CT,2017,1,0,1,41.9779,-72.3921,151596,37.9,81312,37830,8798,5.8035832,3.2731734
Transylvania, NC,2017,1,0,1,35.233,-82.7458,33291,50.6,44559,26037,5018,15.0731429,2.9227118
Trigg, KY,2017,1,0,1,36.8314,-87.8635,14286,45.5,47259,26224,2213,15.4906902,4.6549069
Trimble, KY,2017,1,1,0,38.5869,-85.3179,8697,41.9,50998,26542,1302,14.9706795,5.1856962
Trousdale, TN,2017,1,2,0,36.459,-86.1193,8773,37.5,41776,22863,1152,13.131198,3.9211216
Turner, GA,2017,1,1,0,31.6983,-83.6751,8036,40.2,42622,20302,2137,26.5928323,2.7750124
Tuscola, MI,2017,1,0,0,43.3359,-83.3503,53569,44.1,45495,23573,8307,15.507103,3.4366891
Tyler, WV,2017,1,0,0,39.6037,-80.9347,8949,46.5,40902,24599,1448,16.1805788,3.1847134
Tyrrell, NC,2017,1,0,1,35.8874,-76.2741,4090,47.1,32411,17736,931,22.7628362,3.5207824
Unicoi, TN,2017,1,2,0,36.1215,-82.397,17830,45.9,36576,21374,3502,19.6410544,4.7784633
Union, FL,2017,1,1,0,29.9936,-82.4246,15300,39.8,37460,13485,2134,13.9477124,2.6862745
Union, IL,2017,1,0,0,37.449,-89.3699,17267,43.5,46716,24646,2870,16.6213007,2.3686801
Union, OR,2017,1,0,0,45.3271,-118.087,25810,39.8,46228,26586,4365,16.9120496,3.0530802
Union, SD,2017,1,0,0,42.4944,-96.4905,14929,41.1,65434,37093,1084,7.2610356,1.1186282
Van Buren, AR,2017,1,0,1,35.3558,-92.4138,16751,47.6,34428,20568,3250,19.4018268,3.0326548
Van Wert, OH,2017,1,0,1,40.8509,-84.5813,28262,41.4,50974,26130,3538,12.5185762,2.664355
Venango, PA,2017,1,0,0,40.9667,-75.527,52880,46,46487,25190,7032,13.2980333,3.5514372
Vernon, WI,2017,1,1,0,43.7038,-90.5983,30378,42.3,49996,25314,4966,16.3473566,1.3266179
Victoria, TX,2017,1,0,0,28.787,-96.9717,91518,35.7,55740,28181,13328,14.5632553,2.5120741
Vilas, WI,2017,1,1,0,45.9171,-89.2434,21465,53.4,42720,29058,3240,15.0943396,3.6012113
